 distance P2O231NTf2_custom_CLPOL distance P2O231NTf2_LINEAR_custom_CLPOL distance P2O231TCB_custom_CLPOL distance P2O231TCB_LINEAR_custom_CLPOL distance P5551NTf2_custom_CLPOL distance P5551TCB_custom_CLPOL
 0.000369749992 0.0123722339 0.000365400017 0.00893910788 0.000556799991 0.00192617346 0.000626400055 0.000207509103 0.000365400017 0.00292963907 0.000535050058 0.000201259449
 0.000378249999 0.0110423202 0.000373800023 0.00767491292 0.000569599972 0.00148488686 0.000640800048 0.000166788494 0.000373800023 0.00243659737 0.000547350035 0.000137981377
 0.000386750005 0.00975937583 0.0003822 0.00659967307 0.000582399953 0.00110775733 0.000655200041 0.000133684691 0.0003822 0.00203056284 0.00055965007 9.63818966e-05
 0.000395250012 0.00863052625 0.000390600006 0.00568233617 0.000595199992 0.000833161583 0.000669600035 9.62842314e-05 0.000390600006 0.00167188933 0.000571950048 6.64029285e-05
 0.000403750018 0.0075294096 0.000399000011 0.00477183424 0.000607999973 0.000627898378 0.000684000028 7.52891865e-05 0.000399000011 0.00139260641 0.000584250083 4.53102293e-05
 0.000412249996 0.00653229142 0.000407400017 0.00406034617 0.000620799954 0.00047946829 0.000698400021 5.93720179e-05 0.000407400017 0.00112748286 0.00059655006 3.41779742e-05
 0.000420750002 0.00564796058 0.000415800023 0.00348264026 0.000633599993 0.000347834197 0.000712800014 4.28689382e-05 0.000415800023 0.000929738744 0.000608850038 2.11903443e-05
 0.000429250009 0.00479321787 0.0004242 0.0029419444 0.000646399974 0.000251647609 0.000727200008 3.34944125e-05 0.0004242 0.000751720334 0.000621150073 1.54289155e-05
 0.000437750015 0.00409276458 0.000432600005 0.0024873768 0.000659199955 0.000186904741 0.000741600001 2.45104875e-05 0.000432600005 0.000606415095 0.00063345005 8.30036606e-06
 0.000446249993 0.00344758201 0.000441000011 0.00208163518 0.000671999995 0.000143352227 0.000756000052 2.04091302e-05 0.000441000011 0.00048825689 0.000645750086 6.54264113e-06
 0.000454749999 0.00287475879 0.000449400017 0.00180752773 0.000684799976 9.79443357e-05 0.000770400045 1.35735372e-05 0.000449400017 0.000390312576 0.000658050063 4.29665988e-06
 0.000463250006 0.00238738093 0.000457800023 0.00149914459 0.000697599957 7.75351946e-05 0.000784800039 8.88627255e-06 0.000457800023 0.000319417682 0.00067035004 1.56242186e-06
 0.000471750012 0.00196230435 0.000466200028 0.00127815944 0.000710399996 5.00951573e-05 0.000799200032 8.69097039e-06 0.000466200028 0.000236804597 0.000682650076 1.85537579e-06
 0.000480250019 0.00162980147 0.000474600005 0.00108627439 0.000723199977 4.15018367e-05 0.000813600025 5.56612667e-06 0.000474600005 0.00018876011 0.000694950053 7.81210929e-07
 0.000488750055 0.00134133932 0.000483000011 0.000910599483 0.000735999958 2.89048076e-05 0.000828000018 4.29665897e-06 0.000483000011 0.000151847897 0.000707250088 3.90605464e-07
 0.000497250061 0.00108012185 0.000491400016 0.000794296677 0.000748799939 2.2459817e-05 0.000842400012 1.85537556e-06 0.000491400016 0.000120111195 0.000719550066 3.90605464e-07
 0.000505750009 0.000890775875 0.000499800022 0.000660123595 0.000761599978 1.60148265e-05 0.000856800063 1.85537556e-06 0.000499800022 9.39406236e-05 0.000731850043 1.95302732e-07
 0.000514250016 0.000711683242 0.000508200028 0.000559835578 0.000774399959 1.44524038e-05 0.000871200056 1.46477021e-06 0.000508200028 7.78281465e-05 0.000744150078 0.0
 0.000522750022 0.000571065291 0.000516600034 0.000478784903 0.000787199941 9.76513729e-06 0.00088560005 2.92954041e-07 0.000516600034 6.07391594e-05 0.000756450056 0.0
 0.000531250029 0.000461402757 0.000525000039 0.000410135952 0.00079999998 7.03089927e-06 0.000900000043 2.92954041e-07 0.000525000039 4.83374315e-05 0.000768750091 0.0
